GDELT Query,Article Language,Article Country,Article Date Original,Article Title,Article URL,original_language,By_Excel,By_LLM,Filter_Source,Excel_Match,LLM_Classification
gig economy,English,Australia,20230904T071500Z,Labor unveils reforms to protect worker pay,https://www.hawkesburygazette.com.au/story/8334321/labor-unveils-reforms-to-protect-worker-pay/?cs=30776,en,True,False,Excel,Actions: pay; Actors: Labor,NO
gig economy,English,Australia,20230904T031500Z,Workplace reforms to target firms exploiting loopholes,https://www.bluemountainsgazette.com.au/story/8334321/workplace-reforms-to-target-firms-exploiting-loopholes/?cs=30776,en,False,True,LLM,,MAYBE
gig economy,English,United States,20230904T160000Z,Union leaders take a confident tone as Labor Day arrives amid high - profile strikes,https://www.bostonglobe.com/2023/09/04/metro/union-leaders-take-confident-tone-labor-day-arrives-amid-high-profile-strikes/,en,True,False,Excel,"Actions: strike; Actors: Labor, Union",NO
gig economy,English,United States,20230904T084500Z,"IR changes to add cost , complexity and delay",https://www.miragenews.com/ir-changes-to-add-cost-complexity-and-delay-1077263/,en,False,True,LLM,,MAYBE
gig economy,English,United States,20230904T061500Z,"Loopholes Undercutting Aussie Worker Pay , Conditions Closed",https://www.miragenews.com/loopholes-undercutting-aussie-workers-pay-1077209/,en,False,True,LLM,,MAYBE
gig economy,English,Australia,20230904T061500Z,Labor releases details of industrial relations changes,https://www.illawarramercury.com.au/story/8335636/labor-releases-details-of-industrial-relations-changes/,en,True,False,Excel,Actions: trial; Actors: Labor,NO
gig work,English,United States,20230904T103000Z,"Editorial : This Labor Day , work - life balance is on the table",https://news.yahoo.com/editorial-labor-day-life-balance-100046614.html,en,False,True,LLM,,MAYBE
platform labour,English,United Kingdom,20230904T030000Z,Strike Map is joining the General Federation of Trade Unions,https://morningstaronline.co.uk/article/f/gftu-x-strike-map,en,True,False,Excel,Actions: Strike; Actors: Union,NO
platform labour,English,Nigeria,20230904T080000Z,President Bola Tinubu leaves Abuja for India G - 20 Summit| State NLC Chapters vow to partake in the upcoming strike ; 5 Things That Should Matter Today » YNaija,https://ynaija.com/president-bola-tinubu-leaves-abuja-for-indias-g-20-summit-state-nlc-chapters-vow-to-partake-in-the-upcoming-strike-5-things-that-should-matter-today/,en,False,True,LLM,,MAYBE
platform labour,English,Australia,20230904T064500Z,Reject this legislation : Business lobby plea to Senate over proposed changes to Australia industrial relations laws,https://www.skynews.com.au/business/reject-this-legislation-business-lobbys-plea-to-senate-over-proposed-changes-to-australias-industrial-relations-laws/news-story/86a09e1dc27c1ddb2342ff794ff0b24b,en,False,True,LLM,,MAYBE
platform workers,Chinese,China,20230904T024500Z,"Hebei Bourbon: 1,500 Internet drivers found dependent mothers - unions",https://www.workercn.cn/c/2023-09-04/7968100.shtml,zh,False,True,LLM,,MAYBE
platform workers,Chinese,China,20230904T054500Z,A million dollars of work.,http://news.cyol.com/gb/articles/2023-09/04/content_OVJvgyIW5p.html,zh,False,True,LLM,,MAYBE
platform workers,Italian,Italy,20230904T131500Z,"Strage Brandizzo, Graziani (Cisl): Making qualitative leap on work safety",https://www.lapresse.it/cronaca/2023/09/04/strage-brandizzo-graziani-cisl-fare-salto-di-qualita-su-sicurezza-lavoro/,it,False,True,LLM,,MAYBE
couriers AND (protest OR strike OR demonstration OR rally),Portuguese,Brazil,20230904T141500Z,"Without agreement, app drivers announce strike all over Brazil on September 12th ",https://www.capitalnews.com.br/nacional/sem-acordo-motoristas-de-aplicativos-anunciam-greve-em-todo-o-brasil-no-dia-12-de-setembro/390153,pt,True,False,Excel,Actions: strike; Actors: drivers,NO
food delivery,Spanish,Spain,20230904T130000Z,"All details of Chinese Tales in Telecinco: premiere date, sections, collaborators and days of issue",https://www.elconfidencial.com/television/programas-tv/2023-09-04/cuentos-chinos-jorge-javier-vazquez-estreno-colaboradores_3728613/,es,True,False,Excel,Actions: sue; Actors: labor,NO
worker protest,Greek,Greece,20230904T114500Z,POST participates in the labor demonstrations at the opening of the 87th ITH,https://www.metaforespress.gr/taxidromia/%CE%B7-%CF%80%CE%BF%CF%83%CF%84-%CF%83%CF%85%CE%BC%CE%BC%CE%B5%CF%84%CE%AD%CF%87%CE%B5%CE%B9-%CF%83%CF%84%CE%B9%CF%82-%CE%B5%CF%81%CE%B3%CE%B1%CF%84%CE%B9%CE%BA%CE%AD%CF%82-%CE%BA%CE%B9%CE%BD%CE%B7/,el,True,False,Excel,Actions: demonstr; Actors: labor,NO
worker protest,Spanish,United States,20230904T123000Z,The history of the Labor Day and how this holiday has replaced in the United States the work demands of May 1 - 124; Univision News United States,https://www.univision.com/noticias/estados-unidos/festivo-labor-day-dia-internacional-trabajadores-1-mayo-diferencias-historia,es,True,False,Excel,Actions: demand; Actors: Labor,NO
worker protest,Spanish,Argentina,20230904T101500Z,Province 23: See Note,http://www.p23.com.ar/index.php?s=!ver-notas$$$W1261ll6mre3obnet2wbyqp,es,False,True,LLM,,MAYBE
worker protest,Spanish,Venezuela,20230904T210000Z,Venezuelan public employees commemorate their day in the middle of low wages and lack of rights,https://www.lapatilla.com/2023/09/04/empleados-publicos-venezolanos-conmemoran-su-dia-en-medio-de-bajos-salarios-y-falta-de-derechos/,es,True,False,Excel,Actions: wage; Actors: employees,NO
worker protest,English,United States,20230904T191500Z,12 of the biggest strikes during this Hot Labor Summer,https://www.salon.com/2023/09/04/12-of-the-biggest-strikes-during-this-hot-labor-summer/,en,True,False,Excel,Actions: strike; Actors: Labor,NO
worker protest,English,United States,20230904T070000Z,Were getting screamed at : Starbucks workers at 5th and Pike location strike during crowded convention weekend,https://www.king5.com/article/news/local/seattle/starbucks-workers-strike-understaffing/281-2704e9f0-0e5c-4813-b2be-eed3a675b9c7,en,True,False,Excel,Actions: strike; Actors: workers,NO
worker protest,English,,20230904T193000Z,"Banks , others shut down as workers begin strike",https://www.icirnigeria.org/banks-others-shut-down-as-workers-begin-strike/,en,True,False,Excel,Actions: strike; Actors: workers,NO
worker protest,English,India,20230904T101500Z,Labour Uprising Sweeps US and Europe in Unprecedented Wave,https://www.newsclick.in/labour-uprising-sweeps-us-and-europe-unprecedented-wave,en,False,True,LLM,,MAYBE
Grab  (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Chinese,China,20230904T050000Z,Who pays for a piece of work?,http://www.cfi.net.cn/p20230904000065.html,zh,False,True,LLM,,MAYBE
Grab  (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Spanish,Mexico,20230904T100000Z,With the mission to help those who go to The Beast,https://www.eluniversal.com.mx/estados/con-la-mision-de-ayudar-a-los-que-van-en-la-bestia/,es,False,True,LLM,,MAYBE
Grab  (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Spanish,Spain,20230904T100000Z,(Exclusive of paper press 4 / 9 / 2023) The field is...,https://www.hispanidad.com/exclusivas-de-la-prensa-de-hoy/exclusivas-prensa-papel-4-9-2023-campo-se-moviliza-frente-bruselas-por-nuevas-reglas-verdes_12044991_102.html,es,False,True,LLM,,MAYBE
food delivery (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Croatian,Croatia,20230904T170000Z,A Problem Once Unthinkable Now Troubles Croats: We Can Thank Our Government,https://www.dnevno.hr/magazin/donedavno-gotovo-nezamisliv-problem-poceo-muciti-hrvate-to-mozemo-zahvaliti-nasoj-drzavi-2212473/,hr,False,True,LLM,,MAYBE
food delivery (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Romanian,Romania,20230904T094500Z,"Undisciplined drivers, burned in their pockets: In what situations will they have to bear the expense of the intervention team",https://ziarulunirea.ro/soferii-indisciplinati-arsi-la-buzunare-in-ce-situatii-vor-fi-nevoiti-sa-suporte-cheltuiala-echipei-de-interventie-848066/,ro,False,True,LLM,,MAYBE
food delivery (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Hindi,India,20230904T123000Z,"G - 20 Summit : Preventing food delivery online by 8 - 10 September in Delhi, Learn what things will remain on Restrictions",https://hindi.oneindia.com/news/delhi/g-20-summit-online-food-delivery-banned-in-delhi-from-8-10-september-traffic-police-advisory-814325.html,hi,False,True,LLM,,MAYBE
Couriers (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),English,United Kingdom,20230904T103000Z,Justice in Motion : Lines and duty,https://www.newburytoday.co.uk/news/lines-and-duty-9328741/,en,False,True,LLM,,MAYBE
Drivers (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),French,Mali,20230904T164500Z,President of Gao Drivers' Unions and his Released Companions,http://bamada.net/le-president-des-syndicats-des-chauffeurs-de-gao-et-ses-compagnons-relaches,fr,False,True,LLM,,MAYBE
Drivers (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),English,United States,20230904T191500Z,LABOR WITH LOVE,https://chicagocrusader.com/labor-with-love/,en,False,True,LLM,,MAYBE
Drivers (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Spanish,Mexico,20230904T193000Z,The Sun receives its new drivers and unfolds controversy: they know them at home,https://www.radioformula.com.mx/espectaculos/2023/9/4/sale-el-sol-recibe-sus-nuevos-conductores-desatan-polemica-en-su-casa-los-conocen-778933.html,es,False,True,LLM,,MAYBE
App workers (protest OR strike OR demonstration OR unrest OR riders OR couriers OR drivers OR workers),English,,20230904T193000Z,Speed Alone Is Not a Winning Strategy,https://www.bbcmag.com/economic-development/speed-alone-is-not-a-winning-strategy,en,False,True,LLM,,MAYBE
App workers (protest OR strike OR demonstration OR unrest OR riders OR couriers OR drivers OR workers),English,Vietnam,20230904T124500Z,Fs news brief – Talk Vietnam,https://www.talkvietnam.com/tag/fs-news-brief/,en,False,True,LLM,,MAYBE
App workers (protest OR strike OR demonstration OR unrest OR riders OR couriers OR drivers OR workers),Swedish,Sweden,20230904T061500Z,Senders: Free Driving – Who Can Live on It?,https://corren.se/insandare/artikel/gratis-utkorning-vem-kan-livnara-sig-pa-det/jd3ed88l,sv,False,True,LLM,,MAYBE
Bolt,Spanish,Mexico,20230905T044500Z,Under the same roof,https://lasillarota.com/opinion/columnas/2023/9/4/bajo-el-mismo-techo-445979.html,es,False,True,LLM,,MAYBE
Bolt,English,United States,20230905T060000Z,Protestors rally at Cruise HQ in San Francisco,https://techcrunch.com/2023/09/04/protestors-rally-at-cruise-hq-in-san-francisco/,en,False,True,LLM,,MAYBE
Uber,Korean,South Korea,20230905T090000Z,One-person employer PAGA collective reporting - South Korea,http://www.koreatimes.com/article/20230904/1479824,ko,False,True,LLM,,MAYBE
Uber,Catalan,Spain,20230905T111500Z,"Taxi Drivers Mobilize, Announce New Protest for Diada",https://www.elpuntavui.cat/societat/article/5-societat/2330396-els-taxistes-es-mobilitzen-i-anuncien-nova-protesta-per-la-diada.html,ca,True,False,Excel,Actions: Protest; Actors: Drivers,NO
Uber,Catalan,Spain,20230905T230000Z,Taxi Drivers Announce Protest for September 11 Diada,https://www.publico.es/public/els-taxistes-anuncien-mobilitzacio-per-diada-l-11-setembre.html,ca,True,False,Excel,Actions: Protest; Actors: Drivers,NO
Uber,English,Australia,20230905T180000Z,Families seek payout for food delivery driver deaths,https://www.theleader.com.au/story/8337785/families-seek-payout-for-food-delivery-driver-deaths/?cs=30776,en,False,True,LLM,,MAYBE
Zomato,English,Pakistan,20230905T111500Z,"India women gig workers organise with WhatsApp , secret meetings - Life & Style",https://www.brecorder.com/news/40261600/indias-women-gig-workers-organise-with-whatsapp-secret-meetings,en,False,True,LLM,,MAYBE
Ola,Arabic,Iraq,20230905T063000Z,"Spaya, the messengers are in Damascus.",https://annabaa.org/arabic/ashuraa/36220,ar,False,True,LLM,,MAYBE
Little Cab,English,Papua New Guinea,20230905T063000Z,Driving a cab to a better future - Post Courier,https://www.postcourier.com.pg/driving-a-cab-to-a-better-future/,en,False,True,LLM,,MAYBE
Carriage,English,United States,20230905T143000Z,Hollywood disjointed summer : $4 billion in box office and a never - ending strike crisis,https://www.latimes.com/entertainment-arts/business/newsletter/2023-09-05/summer-box-office-hit-4-billion-for-the-first-time-since-the-pandemic-what-that-means-and-what-it-doesnt-the-wide-shot,en,False,True,LLM,,MAYBE
Carriage,Russian,Russia,20230905T051500Z,Now taxis are twice as expensive - new rules for drivers come into force,https://www.evening-kazan.ru/articles/teper-taksi-v-dva-raza-dorozhe-v-silu-vstupili-novye-pravila-dlya-voditeley.html,ru,False,True,LLM,,MAYBE
Carriage,German,Germany,20230905T130000Z,23 - year-old seriously injured in dispute,https://www.abendblatt.de/hamburg/article239373329/23-Jaehriger-bei-Streit-schwerst-verletzt.html,de,False,True,LLM,,MAYBE
Pop Meals,English,United States,20230905T164500Z,Lessons From the Road : Food Poisoning,https://www.theepochtimes.com/bright/lessons-from-the-road-food-poisoning-5483475,en,False,True,LLM,,MAYBE
Grab,Thai,Thailand,20230905T043000Z,Good interpretation!,https://www.newswit.com/th/ifo18hlbmswtivl4dgdu9wfry6b3f268,th,False,True,LLM,,MAYBE
Dunzo,English,India,20230905T044500Z,"Dunzo delays payment of August salaries for some staff till end of this week , ET Retail",https://retail.economictimes.indiatimes.com/news/food-entertainment/food-services/dunzo-delays-payment-of-august-salaries-for-some-staff-till-end-of-this-week/103374119,en,True,False,Excel,Actions: pay; Actors: staff,NO
Delivery Club,Italian,Italy,20230905T111500Z,The Margherito case (Part 3),https://fai.informazione.it/6AAFB095-D95A-4B16-B606-AF76B1578EE6/Il-caso-Margherito-3-parte,it,False,True,LLM,,MAYBE
gig economy,English,Ghana,20230905T031500Z,The Future of Work Capsules : Matters arising out of the changing nature of work,https://thebftonline.com/2023/09/04/the-future-of-work-capsules-matters-arising-out-of-the-changing-nature-of-work/,en,False,True,LLM,,MAYBE
gig economy,English,United States,20230905T234500Z,Were here for workers,https://www.miragenews.com/were-here-for-workers-1078328/,en,False,True,LLM,,MAYBE
gig economy,English,United States,20230905T113000Z,"Contractor Maliciously Complies To  No Phone  Rule , Gets His Entire Team 2 Paid Weeks Off",https://www.boredpanda.com/company-forbids-phone-malicious-compliance/,en,False,True,LLM,,MAYBE
gig economy,English,Japan,20230905T101500Z,"India women gig workers organize with WhatsApp , secret meetings",https://www.japantimes.co.jp/news/2023/09/05/asia-pacific/social-issues/india-women-gig-work/,en,False,True,LLM,,MAYBE
gig work,Dutch,Netherlands,20230905T003000Z,Gruno Postal Harmony opens the doors to interested parties : We can always use reinforcements,https://www.oogtv.nl/2023/09/grunos-postharmonie-zet-de-deuren-open-voor-geinteresseerden-we-kunnen-altijd-versterking-gebruiken/,nl,False,True,LLM,,MAYBE
platform labour,Chinese,China,20230905T153000Z,"On the evening of September 5th, the main news bulletin _ East Wealth Network",https://finance.eastmoney.com/a/202309052838152331.html,zh,False,True,LLM,,MAYBE
platform labour,English,Nigeria,20230905T040000Z,Civil Society Leaders Back NLC Strike Action,https://leadership.ng/civil-society-leaders-back-nlc-strike-action/,en,False,True,LLM,,MAYBE
platform workers,Chinese,China,20230905T130000Z,"More than 430,000 workers ' union members in Shanxi Province to develop new forms of employment",https://www.workercn.cn/c/2023-09-05/7970559.shtml,zh,False,True,LLM,,MAYBE
platform workers,Spanish,Spain,20230905T003000Z,"Star: ""This is for walking again""",https://www.canarias7.es/canarias/gran-canaria/las-palmas-de-gran-canaria/estrella-volver-caminar-20230905230256-nt.html,es,False,True,LLM,,MAYBE
platform workers,Spanish,Mexico,20230905T230000Z,On hold... platform workers reform,https://diario.mx/nacional/en-suspenso-reforma-para-trabajadores-de-plataformas-20230905-2095452.html,es,False,True,LLM,,MAYBE
platform workers,English,United States,20230905T140000Z,"TUE AM News : COWS report highlights decline in median wage , other labor market trends ; UW researchers joining fusion energy effort",https://www.wisbusiness.com/2023/tue-am-news-cows-report-highlights-decline-in-median-wage-other-labor-market-trends-uw-researchers-joining-fusion-energy-effort/,en,True,False,Excel,Actions: wage; Actors: labor,NO
platform workers,English,United States,20230905T231500Z,"Blind , visually - impaired workers at LightHouse kick off union",https://missionlocal.org/2023/09/blind-visually-impaired-lighthouse-union-first-bay-area/,en,False,True,LLM,,MAYBE
platform workers,Italian,Italy,20230905T111500Z,Cgil mobilization in Palermo . On September 18 Maurizio Landini meets the city -,https://sicilianews24.it/la-mobilitazione-della-cgil-a-palermo-il-18-settembre-maurizio-landini-incontra-la-citta-754040.html,it,False,True,LLM,,MAYBE
food delivery,Russian,Russia,20230905T050000Z,G20 summit in New Delhi to shut down all delivery services,https://tass.ru/obschestvo/18656251,ru,False,True,LLM,,MAYBE
food delivery,English,India,20230905T101500Z,"G20 : No delivery services - Swiggy , Zomato , Flipkart , for 3 days in New Delhi",https://www.thestatesman.com/cities/delhi/g20-no-delivery-services-swiggy-zomato-flipkart-for-3-days-in-new-delhi-1503218760.html,en,False,True,LLM,,MAYBE
worker protest,Greek,Greece,20230905T113000Z,Strike call of the Veria Labor Center for INT,https://www.pliroforiodotis.gr/index.php/news/society-menu/difere-menu/90446-apergiako-kalesma-tou-ergatikoy-kentrou-veroias-gia-tin-deth,el,True,False,Excel,Actions: Strike; Actors: Labor,NO
worker protest,Spanish,Mexico,20230905T191500Z,! They raise their voices! FGE research cops work under protest in Sinaloa,https://lineadirectaportal.com/sinaloa/levantan-la-voz-policias-de-investigacion-de-la-fge-trabajan-bajo-protesta-en-sinaloa-2023-09-05__925018,es,False,True,LLM,,MAYBE
worker protest,Bosnian,Serbia,20230905T003000Z,"Dan Rada: Beyond Grilling and Celebrations, Strikes and Worker Organizing Take Center Stage",https://www.glasamerike.net/a/dan-rada-rostilj-proslave-strajk-sindikati-radnici-organizovanje/7254116.html,bs,False,True,LLM,,MAYBE
worker protest,English,United States,20230905T221500Z,NLRB Protects Solo Worker Protests as  Concerted Activity  Under Federal Labor Law | Foley Hoag LLP,https://www.jdsupra.com/legalnews/nlrb-protects-solo-worker-protests-as-5801764/,en,True,False,Excel,Actions: Protest; Actors: Labor,NO
worker protest,English,Nigeria,20230905T143000Z,"Banks , others shut down as workers begin 2 - day warning strike in Oyo",https://www.pulse.ng/news/local/banks-others-shut-down-as-workers-begin-2-day-warning-strike-in-oyo/1shhsy8,en,True,False,Excel,Actions: strike; Actors: workers,NO
worker protest,Spanish,Spain,20230905T233000Z,"Bulletin of Work Struggles of September 5, 2023",https://kaosenlared.net/boletin-de-luchas-obreras-de-5-de-septiembre-de-2023/,es,False,True,LLM,,MAYBE
worker protest,English,United States,20230905T163000Z,Nigerian workers walk off the job again to protest rising costs after removal of gas subsidies,https://www.startribune.com/nigerian-workers-walk-off-the-job-again-to-protest-rising-costs-after-removal-of-gas-subsidies/600302067/,en,True,False,Excel,Actions: protest; Actors: workers,NO
worker protest,English,,20230905T090000Z,Nigerian workers walk off the job again to protest rising costs after gas subsidies are removed,https://www.yoursourceone.com/news/national_news/nigerian-workers-walk-off-the-job-again-to-protest-rising-costs-after-gas-subsidies-are/article_427d1472-93f5-57ae-99ea-8f4f56b9e9f5.html,en,True,False,Excel,Actions: protest; Actors: workers,NO
worker protest,English,India,20230905T141500Z,"After subsidy removal by President Tinubu , Nigerian unions strike again to protest rising costs",https://www.firstpost.com/world/after-subsidy-removal-by-president-tinubu-nigerian-unions-strike-again-to-protest-rising-costs-13082452.html,en,True,False,Excel,"Actions: protest, strike; Actors: union",NO
Just Eat (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),English,United States,20230905T063000Z,More workers striking in 2023 than the previous three decades,https://www.nbcsandiego.com/news/local/more-workers-striking-in-2023-than-the-previous-three-decades/3298934/,en,False,True,LLM,,MAYBE
Just Eat (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Chinese,China,20230905T140000Z,Make 2.2 billion in six months! It's the only way to make a living in the middle of nowhere.,https://www.163.com/dy/article/IDT20EQT051100DH.html,zh,False,True,LLM,,MAYBE
Just Eat (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),English,United States,20230905T223000Z,"Loophole allows would - be school bus drivers to get free training , leave for higher - paying jobs",https://www.wral.com/story/loophole-allows-would-be-school-bus-drivers-to-get-free-training-leave-for-higher-paying-jobs/21034139/,en,True,False,Excel,Actions: pay; Actors: drivers,NO
Just Eat (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),English,China,20230905T041500Z,"One Country , Two Systems with sushi | Big Lychee , Various Sectors",https://www.biglychee.com/2023/09/05/one-country-two-systems-with-sushi/comment-page-1/,en,False,True,LLM,,MAYBE
Grab  (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),German,Germany,20230905T090000Z,Drivers missed climate - activists in Munich juicy earfeige – this has consequences,https://www.merkur.de/lokales/muenchen/autofahrer-verpasst-klima-aktivisten-in-muenchen-saftige-ohrfeige-das-hat-konsequenzen-92500826.html,de,False,True,LLM,,MAYBE
food delivery (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),English,United States,20230905T101500Z,My Turn |  Essential workers arent buying life luxuries . Theyre just trying to afford dinner . | Opinion,https://www.news-gazette.com/opinion/my-turn-essential-workers-aren-t-buying-life-luxuries-they-re-just-trying-to-afford/article_1536362e-d97c-55b1-8b83-85bc9004e8f1.html,en,False,True,LLM,,MAYBE
food delivery (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),English,United States,20230905T211500Z,Tag : safety – NBC Los Angeles,https://www.nbclosangeles.com/tag/safety/,en,False,True,LLM,,MAYBE
food delivery (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),English,United States,20230905T221500Z,Tag : safety – NBC 6 South Florida,https://www.nbcmiami.com/tag/safety/,en,False,True,LLM,,MAYBE
Gorillas (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),English,United States,20230905T063000Z,Gorillas wants to close Spain - 300 employees before dismissal,https://www.thewestonforum.com/gorillas-wants-to-close-spain-300-employees-before-dismissal-2/,en,False,True,LLM,,MAYBE
Stuart (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),English,United States,20230905T013000Z,SAG - AFTRA strikers rally in Boston for Labor Day,https://www.bostonherald.com/2023/09/04/sag-aftra-strikers-rally-in-boston-for-labor-day/,en,True,False,Excel,"Actions: rally, strike; Actors: Labor",NO
Couriers (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Portuguese,Brazil,20230905T111500Z,Owner of iFood outsourced disappears with money and does not pay motoboys in SC,https://economia.uol.com.br/colunas/carlos-juliano-barros/2023/09/05/dono-de-terceirizada-do-ifood-some-com-dinheiro-e-nao-paga-motoboys-em-sc.htm,pt,False,True,LLM,,YES
Drivers (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Portuguese,Brazil,20230905T091500Z,Uber Forbidden : app discloses 44 cars that will be deleted,https://www.uol.com.br/carros/noticias/redacao/2023/09/05/uber-divulga-44-carros-que-serao-excluidos-lista-proibida-inclui-porsche.htm,pt,False,True,LLM,,MAYBE
Drivers (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),French,France,20230905T043000Z,Car without driver and driver without car,https://www.lyonne.fr/france-monde/entreprendre/voiture-sans-conducteur-et-conducteur-sans-voiture_14365640/,fr,False,True,LLM,,MAYBE
Drivers (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),English,United States,20230905T221500Z,New Jersey Published Proposed Regulations Implementing the  Temporary Worker Bill of Rights  | Troutman Pepper,https://www.jdsupra.com/legalnews/new-jersey-published-proposed-5317844/,en,False,True,LLM,,MAYBE
Drivers (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),Hungarian,United States,20230905T184500Z,Little heroic answers to big troubles,https://www.vajma.info/cikk/rozsautca/680/Kis-hosies-valaszok-nagy-bajokra.html,hu,False,True,LLM,,MAYBE
Drivers (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),French,France,20230905T111500Z,Back on my tuk tuk drivers,https://www.routard.com/forums/t/retour-sur-mes-chauffeurs-de-tuk-tuk/326671,fr,False,True,LLM,,MAYBE
Drivers (protest OR strike OR demonstration OR unrest OR riders OR drivers OR workers),English,United Kingdom,20230905T134500Z,"Chloe Grant Column : Upside down , but definitely not out",https://www.thecheckeredflag.co.uk/2023/07/chloe-grant-column-upside-down-but-definitely-not-out/,en,False,True,LLM,,MAYBE
Big Basket,English,United States,20230905T143000Z,The road ahead,https://www.politico.com/newsletters/weekly-tax/2023/09/05/the-road-ahead-00113884,en,False,True,LLM,,MAYBE
App workers (protest OR strike OR demonstration OR unrest OR riders OR couriers OR drivers OR workers),English,United States,20230905T040000Z,Strength from solidarity : Workers from TCG player union rally at NY State Fair,https://dailyorange.com/2023/09/strength-from-solidarity-workers-from-tcg-players-union-rally-at-ny-state-fair/,en,True,False,Excel,"Actions: rally; Actors: Workers, union",NO
Bolt,English,Lithuania,20230906T091500Z,Anti - discrimination body looks into treatment of non - Lithuanian - speaking cab drivers,https://www.lrt.lt/en/news-in-english/19/2070563/anti-discrimination-body-looks-into-treatment-of-non-lithuanian-speaking-cab-drivers,en,False,True,LLM,,MAYBE
Cabify,Spanish,Mexico,20230906T230000Z,"Take a seat before you know how much a Cabify driver wins in Miami, according to the University of California",https://www.terra.com/nacionales/2023/9/6/toma-asiento-antes-de-conocer-cuanto-gana-un-chofer-de-cabify-en-miami-segun-la-universidad-de-california-10327.html,es,False,True,LLM,,MAYBE
Cabify,Spanish,Argentina,20230906T171500Z,Marra called a militancy space for delivery application workers,https://www.perfil.com/noticias/politica/marra-convoco-a-un-espacio-de-militancia-para-trabajadores-de-aplicaciones-de-delivery.phtml,es,False,True,LLM,,MAYBE
Cabify,Spanish,Argentina,20230906T223000Z,Elections 2023 Javier Milei - 124; Marra wants to add the Uber and Rappi to the libertarian militancy: what he asks of them,http://www.cronista.com/economia-politica/la-libertad-avanza-marra-quiere-sumar-a-los-uber-y-rappi-a-la-militancia-libertaria-dejen-de-romperle/,es,False,True,LLM,,MAYBE
Cabify,Spanish,Spain,20230906T051500Z,Free Now increases inflation in the taxi: the cost of cancellation increases by 66%,https://www.vozpopuli.com/economia_y_finanzas/free-now-taxi-inflacion.html,es,False,True,LLM,,MAYBE
Uber,English,India,20230906T074500Z,Uber at 10,https://timesofindia.indiatimes.com/spotlight/UberAtTen/blogs/Top-innovations-driven-by-Uber-Techies-in-India,en,False,True,LLM,,MAYBE
Uber,English,United States,20230906T094500Z,Why Many Uber And Lyft Drivers Arent Coming Again • MV TELEGRAPH,https://mvtelegraph.com/why-many-uber-and-lyft-drivers-arent-coming-again/,en,False,True,LLM,,MAYBE
Uber,English,United States,20230906T153000Z,How Workplace Surveillance Technology Harms Workers,https://ssir.org/articles/entry/the_long_shadow_of_workplace_surveillance,en,False,True,LLM,,MAYBE
Uber,Catalan,Spain,20230906T051500Z,Slow Taxi March and New Protest for the Diada,https://admin2014.elpuntavui.cat/economia/article/18-economia/2330685-marxa-lenta-de-taxis-i-nova-protesta-per-la-diada.html,ca,False,True,LLM,,MAYBE
Uber,English,Australia,20230906T004500Z,Family of dead UberEats driver Burak Dogan files for compensation,https://www.theaustralian.com.au/breaking-news/family-of-dead-ubereats-driver-files-for-compensation/news-story/9ff181fb0343d75d7ef9bdfa108661ca?nk=3cc4d0d8c1afe6949f9792829aeedf35-1693960289,en,False,True,LLM,,MAYBE
Just Eat,English,United States,20230906T190000Z,Get Involved Fair returns this week,https://dailyevergreen.com/164241/news/get-involved-fair-returns-this-week/,en,False,True,LLM,,MAYBE
Just Eat,Chinese,,20230906T103000Z,(China),http://www.radyokabayan.com/news/7539.html,zh,False,True,LLM,,MAYBE
Little Cab,English,United States,20230906T183000Z,Victory Snatched from the Jaws of 2020,https://www.ediblemanhattan.com/sponsored/victory-snatched-from-the-jaws-of-2020/,en,False,True,LLM,,MAYBE
Grab,Chinese,China,20230906T091500Z,_ Wallen News Network _ Yellow River Cloud platform,https://www.baotounews.com.cn/p/842271.html,zh,False,True,LLM,,MAYBE
